upstream,downstream,downstream_j,region,pop,lwr,upr,samp
0.2,0.1,DS Juv = 0.2,SNE,6136185.20162037,4311532.9,7889591.85,134
0.2,0.1,DS Juv = 0.3,MAT,63665587.516307,44412800.375,81683635.5,536
0.2,0.1,DS Juv = 0.3,NNE,802827769.857481,560956449.65,1007559914.6,842
0.2,0.1,DS Juv = 0.3,SNE,6010024.76647465,4386860.325,7895360.2,148
0.2,0.1,DS Juv = 0.4,MAT,65286226.7300805,48474309.55,86000716.35,521
0.2,0.1,DS Juv = 0.4,NNE,803053414.142525,572272486.125,1022782374.675,813
0.2,0.1,DS Juv = 0.4,SNE,6309349.26850902,4764132.725,8340974.975,154
0.2,0.1,DS Juv = 0.5,MAT,64724778.2996967,45979830.425,83552723.725,538
0.2,0.1,DS Juv = 0.5,NNE,799681716.377145,561916458.275,990110876.55,796
0.2,0.1,DS Juv = 0.5,SNE,6311512.3398852,4434596.275,8729530.525,136
0.2,0.1,DS Juv = 0.6,MAT,66020407.4595046,46283677.825,86838751.275,526
0.2,0.1,DS Juv = 0.6,NNE,804680772.699265,549744354.475,1029669648.25,818
0.2,0.1,DS Juv = 0.6,SNE,6494898.67542088,4464311.225,8887803.525,141
0.2,0.1,DS Juv = 0.7,MAT,66322457.1822441,46886233.25,87408197.075,530
0.2,0.1,DS Juv = 0.7,NNE,806340838.738135,580863604.1,1036871792.225,878
0.2,0.1,DS Juv = 0.7,SNE,6442250.55457892,4292383.35,8641006.5,129
0.2,0.1,DS Juv = 0.8,MAT,65747308.3927623,47612503.3,85172874.95,545
0.2,0.1,DS Juv = 0.8,NNE,805759933.477783,594761842.375,1035039464.475,842
0.2,0.1,DS Juv = 0.8,SNE,6656526.34636364,4503960.225,9123511.8,148
0.2,0.1,DS Juv = 0.9,MAT,68534088.6909959,46886857.075,89520670.05,508
0.2,0.1,DS Juv = 0.9,NNE,815776278.045238,570573440.975,1067813039.3,837
0.2,0.1,DS Juv = 0.9,SNE,6823043.40337407,4616534.85,9552237.65,135
0.2,0.1,DS Juv = 1,MAT,67867477.260555,48486069.975,87336511.475,545
0.2,0.1,DS Juv = 1,NNE,814787875.663529,595757796.425,1030910927.65,831
0.2,0.1,DS Juv = 1,SNE,7042049.97060606,4857612.025,9168047.675,129
0.2,0.2,DS Juv = 0,MAT,63420077.5293267,44118762.125,83171865.75,551
0.2,0.2,DS Juv = 0,NNE,813855870.427887,600617321.025,1033150839.475,802
0.2,0.2,DS Juv = 0,SNE,6042932.99980384,4028951.2,8378164.1,137
0.2,0.2,DS Juv = 0.1,MAT,63456313.9740353,44146261.875,83029232.075,553
0.2,0.2,DS Juv = 0.1,NNE,802285670.096115,580687524.675,1040937722.6,773
0.2,0.2,DS Juv = 0.1,SNE,6117275.27155736,4580796.45,8474750.775,140
0.2,0.2,DS Juv = 0.2,MAT,65057195.8404579,47897853.225,85088775.3,533
0.2,0.2,DS Juv = 0.2,NNE,800449725.106038,593233203.325,1044048756.2,832
0.2,0.2,DS Juv = 0.2,SNE,6074980.03858422,4133538.1,8303465.375,136
0.2,0.2,DS Juv = 0.3,MAT,63959527.8734876,46520613.225,83500393.175,572
0.2,0.2,DS Juv = 0.3,NNE,812860618.39069,592040496.2,1059211233.75,801
0.2,0.2,DS Juv = 0.3,SNE,6074699.31647954,4501987.35,8134202.075,136
0.2,0.2,DS Juv = 0.4,MAT,64563940.1597789,45439264.625,83616407.25,591
0.2,0.2,DS Juv = 0.4,NNE,806165445.797938,563608709.5,1055303620.925,846
0.2,0.2,DS Juv = 0.4,SNE,6288772.47529534,4659312.375,8230962.725,141
0.2,0.2,DS Juv = 0.5,MAT,63994453.5355273,45470476.75,84809636,538
0.2,0.2,DS Juv = 0.5,NNE,809939382.480669,602142265.9,1012666771.8,819
0.2,0.2,DS Juv = 0.5,SNE,6608344.57230219,4688445.525,8758688.5,134
0.2,0.2,DS Juv = 0.6,MAT,65774009.1824353,47298664.7,86476306.95,531
0.2,0.2,DS Juv = 0.6,NNE,817200681.971476,588656335.125,1059624581.15,828
0.2,0.2,DS Juv = 0.6,SNE,6687610.21364469,4808947.5,8980840,134
0.2,0.2,DS Juv = 0.7,MAT,65795938.0510099,45216365.6,86891029.3,538
0.2,0.2,DS Juv = 0.7,NNE,797557035.109744,554519876.175,1021555330.7,880
0.2,0.2,DS Juv = 0.7,SNE,6715726.1929582,4927381.15,8686119.575,133
0.2,0.2,DS Juv = 0.8,MAT,67704049.862421,47560668.975,88113914.5,551
0.2,0.2,DS Juv = 0.8,NNE,842746629.172881,618373961.025,1064865622,838
0.2,0.2,DS Juv = 0.8,SNE,6633213.5055393,4327225.3,8376764.15,144
0.2,0.2,DS Juv = 0.9,MAT,68648787.7265505,46246096.025,91487797.9,546
0.2,0.2,DS Juv = 0.9,NNE,834584209.321601,619894932.95,1063414193.8,809
0.2,0.2,DS Juv = 0.9,SNE,7179942.92217042,5267934.25,9493069.225,141
0.2,0.2,DS Juv = 1,MAT,69708185.1913552,47973430.55,90236497.55,569
0.2,0.2,DS Juv = 1,NNE,829804246.698251,616778838.8,1073924812.9,831
0.2,0.2,DS Juv = 1,SNE,7088195.42039337,5066945.2,9021847.575,128
0.2,0.3,DS Juv = 0,MAT,62863088.2991314,44502046.6,81664687.325,596
0.2,0.3,DS Juv = 0,NNE,793767782.447214,554054578.25,1028179609.25,833
0.2,0.3,DS Juv = 0,SNE,5773746.76172538,3928336.625,7894142.625,144
0.2,0.3,DS Juv = 0.1,MAT,63358139.4374347,45384357.45,82256047.875,498
0.2,0.3,DS Juv = 0.1,NNE,816897939.480769,620640475.925,1074607576.95,860
0.2,0.3,DS Juv = 0.1,SNE,6059464.4177116,4344416.025,7900765.625,137
0.2,0.3,DS Juv = 0.2,MAT,63343677.127492,45633964.05,83053735.95,552
0.2,0.3,DS Juv = 0.2,NNE,793834815.795531,553489417.425,1043423670.825,844
0.2,0.3,DS Juv = 0.2,SNE,6309779.22468333,4384710.45,8279897.4,138
0.2,0.3,DS Juv = 0.3,MAT,64640051.2583868,44830480.625,83872384.075,571
0.2,0.3,DS Juv = 0.3,NNE,800418507.010423,563412328.6,1048183628.725,795
0.2,0.3,DS Juv = 0.3,SNE,6501222.0479222,4826404.975,8173064.575,153
0.2,0.3,DS Juv = 0.4,MAT,63681607.9992431,44755193.175,83769194.2,544
0.2,0.3,DS Juv = 0.4,NNE,827165329.522166,606089323.1,1066695608.9,832
0.2,0.3,DS Juv = 0.4,SNE,6324361.25091288,4323024.25,8511283.15,131
0.2,0.3,DS Juv = 0.5,MAT,64838170.3998568,45249798.9,84613454.5,537
0.2,0.3,DS Juv = 0.5,NNE,820626566.141179,592339918.425,1054738464.05,794
0.2,0.3,DS Juv = 0.5,SNE,6628362.22346547,4625457.175,9198424.825,111
0.2,0.3,DS Juv = 0.6,MAT,65623518.6788644,46946101.975,85651752.95,524
0.2,0.3,DS Juv = 0.6,NNE,800127888.223678,567327737.05,1030412463.475,885
0.2,0.3,DS Juv = 0.6,SNE,6601084.11845798,4726019.725,8589463.2,139
0.2,0.3,DS Juv = 0.7,MAT,66671027.1398245,48334096.4,85713840.825,489
0.2,0.3,DS Juv = 0.7,NNE,806601214.514135,587737652.75,1040198816.775,773
0.2,0.3,DS Juv = 0.7,SNE,6957937.10412886,5006411.375,9449238.6,126
0.2,0.3,DS Juv = 0.8,MAT,67990460.6612957,49104832.025,88730965.1,547
0.2,0.3,DS Juv = 0.8,NNE,809091065.333241,602004204.825,1041306138.325,814
0.2,0.3,DS Juv = 0.8,SNE,6878956.36545792,4859595.175,8933278.35,162
0.2,0.3,DS Juv = 0.9,MAT,68622811.792087,47930350.625,88997722.7,540
0.2,0.3,DS Juv = 0.9,NNE,832495957.391244,596579244.85,1071105646.65,837
0.2,0.3,DS Juv = 0.9,SNE,6943062.99202509,4779753.175,9045397.05,171
0.2,0.3,DS Juv = 1,MAT,69881396.1891733,49451772.65,91893555.875,537
0.2,0.3,DS Juv = 1,NNE,834676973.461252,591966706.675,1074412109.775,855
0.2,0.3,DS Juv = 1,SNE,6725037.09297297,4030629.7,8805281.9,137
0.2,0.4,DS Juv = 0,MAT,62539464.5637203,43867583.5,79777826.075,532
0.2,0.4,DS Juv = 0,NNE,807563059.962107,595332068.4,1011674791.425,886
0.2,0.4,DS Juv = 0,SNE,5941402.82712067,3968476,7869973.125,143
0.2,0.4,DS Juv = 0.1,MAT,62989729.170437,46801097.7,82307550.9,516
0.2,0.4,DS Juv = 0.1,NNE,786697351.75232,553719938.075,1017358377.1,817
0.2,0.4,DS Juv = 0.1,SNE,6139923.63726637,4206416.15,8137386.625,141
0.2,0.4,DS Juv = 0.2,MAT,65276154.0939064,45783304.75,87693446.9,590
0.2,0.4,DS Juv = 0.2,NNE,795643260.932711,540721069.625,1035069385.675,854
0.2,0.4,DS Juv = 0.2,SNE,6412310.13488017,4441185.6,8436441.625,134
0.2,0.4,DS Juv = 0.3,MAT,66456454.8933712,47768503.5,86003064.25,542
0.2,0.4,DS Juv = 0.3,NNE,800035238.105561,590154652.35,1051618634.9,822
0.2,0.4,DS Juv = 0.3,SNE,6314268.27463656,4140569.875,9088210.4,132
0.2,0.4,DS Juv = 0.4,MAT,65314029.1047737,43998793.175,87259346.5,545
0.2,0.4,DS Juv = 0.4,NNE,810747573.375094,550898688.7,1046660971.325,837
0.2,0.4,DS Juv = 0.4,SNE,6669418.36304903,4612355.975,8496631.25,135
0.2,0.4,DS Juv = 0.5,MAT,67125511.2691185,46479342.5,85892039.825,540
0.2,0.4,DS Juv = 0.5,NNE,824702359.178952,584258921.275,1080414091.6,825
0.2,0.4,DS Juv = 0.5,SNE,6474647.5365353,4220396.45,8854818.4,147
0.2,0.4,DS Juv = 0.6,MAT,67309943.8110968,46198597.225,89307339.475,508
0.2,0.4,DS Juv = 0.6,NNE,800298509.667414,586995767.775,1030295770.825,858
0.2,0.4,DS Juv = 0.6,SNE,6790598.58531746,4620939.225,8935884.05,152
0.2,0.4,DS Juv = 0.7,MAT,68723724.6785475,48779907.75,89986134.7,524
0.2,0.4,DS Juv = 0.7,NNE,826300698.09892,583547202.975,1036560600.3,837
0.2,0.4,DS Juv = 0.7,SNE,6805155.6459695,4498947.7,9140903.05,141
0.2,0.4,DS Juv = 0.8,MAT,68866153.1606793,48624439.8,90737069.45,566
0.2,0.4,DS Juv = 0.8,NNE,829188520.738245,592639300.7,1050844846.375,887
0.2,0.4,DS Juv = 0.8,SNE,6967912.29758995,4527956.175,9698445.425,133
0.2,0.4,DS Juv = 0.9,MAT,68733435.4426854,48105306.025,90646074.675,520
0.2,0.4,DS Juv = 0.9,NNE,810263970.446658,568543779.5,1097432526.7,845
0.2,0.4,DS Juv = 0.9,SNE,7242650.60843838,4568305.2,10101736.75,160
0.2,0.4,DS Juv = 1,MAT,70454467.1287795,51992265.925,90474660.125,534
0.2,0.4,DS Juv = 1,NNE,824403520.251514,564991384.95,1070567820.725,800
0.2,0.4,DS Juv = 1,SNE,7151546.81902156,5369855.55,9360768.475,119
0.2,0.5,DS Juv = 0,MAT,64473182.9067361,46372708.8,85051851.4,519
0.2,0.5,DS Juv = 0,NNE,809645248.872229,581183381.6,1055730137.975,853
0.2,0.5,DS Juv = 0,SNE,6269479.77126316,4292466.525,7852707.675,123
0.2,0.5,DS Juv = 0.1,MAT,64911301.3286063,42640606.6,84774088.9,560
0.2,0.5,DS Juv = 0.1,NNE,793722537.567986,575978521.525,1041072645.575,856
0.2,0.5,DS Juv = 0.1,SNE,6257509.29865419,4345871.325,8277244.975,125
0.2,0.5,DS Juv = 0.2,MAT,63229372.9372678,45088147.475,84853903.25,525
0.2,0.5,DS Juv = 0.2,NNE,809690473.357033,544963370.625,1034782593.475,832
0.2,0.5,DS Juv = 0.2,SNE,6361098.58620009,4210492.3,8811934.65,135
0.2,0.5,DS Juv = 0.3,MAT,67430289.5532108,48430536.6,86938711.075,478
0.2,0.5,DS Juv = 0.3,NNE,809152341.437706,560531564.85,1059912816.15,790
0.2,0.5,DS Juv = 0.3,SNE,6401467.99708995,3704188.575,8585709.675,127
0.2,0.5,DS Juv = 0.4,MAT,65707396.7810261,47514872.85,85679268.725,535
0.2,0.5,DS Juv = 0.4,NNE,804923705.347955,585210164.975,1031929387.675,871
0.2,0.5,DS Juv = 0.4,SNE,6461178.46834707,4765676.725,8406844.925,141
0.2,0.5,DS Juv = 0.5,MAT,67919060.2584836,49923801.625,87208594.35,517
0.2,0.5,DS Juv = 0.5,NNE,806420503.288072,549158622.55,1053356794.95,869
0.2,0.5,DS Juv = 0.5,SNE,6963558.59651857,5244540.625,8801587.975,131
0.2,0.5,DS Juv = 0.6,MAT,67836439.0313456,46478357.075,88128117.525,532
0.2,0.5,DS Juv = 0.6,NNE,818889860.847958,624596029.625,1039732527.175,819
0.2,0.5,DS Juv = 0.6,SNE,6628614.84903567,4894453.3,8996909.025,133
0.2,0.5,DS Juv = 0.7,MAT,68470098.7631449,48051811.65,87857167.8,560
0.2,0.5,DS Juv = 0.7,NNE,816824881.069651,598445414.55,1064028086.45,838
0.2,0.5,DS Juv = 0.7,SNE,7093789.65007416,5100663.05,9210938.025,144
0.2,0.5,DS Juv = 0.8,MAT,69456835.7507861,50614126.425,89919789.025,544
0.2,0.5,DS Juv = 0.8,NNE,816324709.708969,555822175.5,1058553761.125,830
0.2,0.5,DS Juv = 0.8,SNE,7135246.5017094,4649169.25,9646378.05,140
0.2,0.5,DS Juv = 0.9,MAT,71143613.9342565,51263895.075,91753710.425,527
0.2,0.5,DS Juv = 0.9,NNE,819756065.142986,570674735.8,1070272582.65,792
0.2,0.5,DS Juv = 0.9,SNE,7039760.94556015,4831034.175,9426505.7,141
0.2,0.5,DS Juv = 1,MAT,71487272.1569071,49443088.475,94228747.1,529
0.2,0.5,DS Juv = 1,NNE,837719087.319528,599701759.15,1104055782.775,846
0.2,0.5,DS Juv = 1,SNE,7283267.26984903,5357800.075,9577562.65,125
0.2,0.6,DS Juv = 0,MAT,65023289.3483239,45959327.1,86058831.3,534
0.2,0.6,DS Juv = 0,NNE,772227695.552992,529979237.875,980180882.85,818
0.2,0.6,DS Juv = 0,SNE,6441392.01924002,4414393,8374397.55,119
0.2,0.6,DS Juv = 0.1,MAT,65673331.5065974,47849627.45,85214242.075,550
0.2,0.6,DS Juv = 0.1,NNE,803777419.677034,540999812.425,1011088368.2,841
0.2,0.6,DS Juv = 0.1,SNE,6458751.39982088,4271111.05,8636090.125,142
0.2,0.6,DS Juv = 0.2,MAT,65287556.1724767,46780280.525,86023335.975,528
0.2,0.6,DS Juv = 0.2,NNE,813494031.118023,572961518.9,1034547726.65,839
0.2,0.6,DS Juv = 0.2,SNE,6501513.55241159,4750961.05,8773752.3,154
0.2,0.6,DS Juv = 0.3,MAT,66508782.9612492,46591416.225,88834834.275,556
0.2,0.6,DS Juv = 0.3,NNE,804121557.192001,555232348.1,1024391921.875,840
0.2,0.6,DS Juv = 0.3,SNE,6541138.95387164,4638474.625,8763256.5,129
0.2,0.6,DS Juv = 0.4,MAT,67076672.4792553,47723356.65,87619731.125,556
0.2,0.6,DS Juv = 0.4,NNE,804396355.366522,570504187.7,1037547734.475,883
0.2,0.6,DS Juv = 0.4,SNE,6953524.56898604,5106668.55,8879054.375,118
0.2,0.6,DS Juv = 0.5,MAT,69013426.4652042,49558902.6,88546745.45,479
0.2,0.6,DS Juv = 0.5,NNE,813435975.665875,565361132.15,1052355769.375,862
0.2,0.6,DS Juv = 0.5,SNE,7148722.13931673,4811767.225,9395708.825,118
0.2,0.6,DS Juv = 0.6,MAT,67847968.8828748,48914449.525,87564878.275,533
0.2,0.6,DS Juv = 0.6,NNE,823529409.143717,594066391.95,1066409566.625,838
0.2,0.6,DS Juv = 0.6,SNE,6660656.4869823,4390811.875,8621352.4,134
0.2,0.6,DS Juv = 0.7,MAT,68851716.5593049,50108188,90128349.625,567
0.2,0.6,DS Juv = 0.7,NNE,827490833.307051,616207048.375,1036958123.425,826
0.2,0.6,DS Juv = 0.7,SNE,7411861.27218768,4917699.375,10337052.075,152
0.2,0.6,DS Juv = 0.8,MAT,71106180.3645011,51914023.7,90725762.3,518
0.2,0.6,DS Juv = 0.8,NNE,831414187.158174,621022051.05,1081322171.925,811
0.2,0.6,DS Juv = 0.8,SNE,7555151.5625641,5129922.075,10137310.975,145
0.2,0.6,DS Juv = 0.9,MAT,70808353.4072209,49997108.775,91006835.125,533
0.2,0.6,DS Juv = 0.9,NNE,844731224.843953,611925916.3,1069612220.15,837
0.2,0.6,DS Juv = 0.9,SNE,7489393.54715264,5133308.125,9272968.075,157
0.2,0.6,DS Juv = 1,MAT,72768586.7621293,52087225.9,94717004.125,549
0.2,0.6,DS Juv = 1,NNE,839377571.832552,610904887.975,1084834809.625,856
0.2,0.6,DS Juv = 1,SNE,7416033.4507894,5041526.475,9475037.025,153
0.2,0.7,DS Juv = 0,MAT,65124607.7496328,47192243.825,84356274.575,543
0.2,0.7,DS Juv = 0,NNE,787970050.32423,557467495.025,992896414.7,852
0.2,0.7,DS Juv = 0,SNE,6393298.14275362,4197523.55,8448694.225,113
0.2,0.7,DS Juv = 0.1,MAT,66372878.0977042,45925692.125,87253271.325,561
0.2,0.7,DS Juv = 0.1,NNE,822108668.171165,601936441.55,1053169055.125,883
0.2,0.7,DS Juv = 0.1,SNE,6599872.34611111,4122134.8,9393616.25,148
0.2,0.7,DS Juv = 0.2,MAT,66105153.9489022,47125117.475,86184108.225,507
0.2,0.7,DS Juv = 0.2,NNE,812661194.43427,591179011.675,1005565280.25,805
0.2,0.7,DS Juv = 0.2,SNE,6333499.91148399,4223358.675,8961000.325,148
0.2,0.7,DS Juv = 0.3,MAT,66882673.2046007,47256240.55,89128476.75,527
0.2,0.7,DS Juv = 0.3,NNE,828437115.965656,602549816.9,1038222587.25,837
0.2,0.7,DS Juv = 0.3,SNE,6492707.514174,4732435.35,8563045.05,137
0.2,0.7,DS Juv = 0.4,MAT,68367690.9510245,49717551.75,89176618.325,528
0.2,0.7,DS Juv = 0.4,NNE,812908568.18895,574077200.5,1081200296.85,806
0.2,0.7,DS Juv = 0.4,SNE,6927451.24302761,4720359.025,9525211.25,122
0.2,0.7,DS Juv = 0.5,MAT,69260277.1079444,48476828.4,91207757.875,542
0.2,0.7,DS Juv = 0.5,NNE,806065670.341347,556658242.675,1039474546.975,823
0.2,0.7,DS Juv = 0.5,SNE,6879501.34841106,5135859.35,9102288.575,157
0.2,0.7,DS Juv = 0.6,MAT,70856948.3838128,50333680.3,92347661.475,493
0.2,0.7,DS Juv = 0.6,NNE,814849762.492288,600625721.725,1059810479.45,855
0.2,0.7,DS Juv = 0.6,SNE,7008325.43211927,4769714.425,9082220,136
0.2,0.7,DS Juv = 0.7,MAT,70851382.5449945,51777790.6,94419877.375,540
0.2,0.7,DS Juv = 0.7,NNE,814183112.025303,563065563.775,1042050311.875,814
0.2,0.7,DS Juv = 0.7,SNE,7075813.22177198,4690569.725,9503825.27499999,154
0.2,0.7,DS Juv = 0.8,MAT,71250762.9153447,51762195.15,91504126.8,548
0.2,0.7,DS Juv = 0.8,NNE,831730310.517526,625419969.1,1080624544.2,834
0.2,0.7,DS Juv = 0.8,SNE,7422542.19672957,4896330.85,9901245.475,137
0.2,0.7,DS Juv = 0.9,MAT,71400427.0812505,49643481.6,91242055.55,514
0.2,0.7,DS Juv = 0.9,NNE,841042363.430191,584109917.05,1138704220.35,871
0.2,0.7,DS Juv = 0.9,SNE,7714461.67245791,5183258.975,9894825.875,132
0.2,0.7,DS Juv = 1,MAT,72717877.4622866,49370846.125,93451909.575,508
0.2,0.7,DS Juv = 1,NNE,849136722.356349,603254681.825,1116885383.875,813
0.2,0.7,DS Juv = 1,SNE,7844489.17802483,5718444.425,10688480.35,148
0.2,0.8,DS Juv = 0,MAT,66232736.6309454,46903807.275,86730409.375,540
0.2,0.8,DS Juv = 0,NNE,819818916.324065,595098301.175,1052106629.925,830
0.2,0.8,DS Juv = 0,SNE,6687057.9410645,4378608.55,8681993.95,147
0.2,0.8,DS Juv = 0.1,MAT,65864420.8819748,47363228.775,85856832.025,522
0.2,0.8,DS Juv = 0.1,NNE,811487353.023613,575883794.3,1037561520.9,814
0.2,0.8,DS Juv = 0.1,SNE,6734686.12082131,4523396.325,9167456.075,147
0.2,0.8,DS Juv = 0.2,MAT,67566403.1468638,48388319.325,88092853.925,509
0.2,0.8,DS Juv = 0.2,NNE,815479276.696339,578599475.075,1078868123.55,859
0.2,0.8,DS Juv = 0.2,SNE,6539635.64052207,4528744.7,8342582.55,117
0.2,0.8,DS Juv = 0.3,MAT,68386136.4593273,49131898.775,88208081.225,517
0.2,0.8,DS Juv = 0.3,NNE,832748382.804013,596239047.85,1077577348.475,814
0.2,0.8,DS Juv = 0.3,SNE,6799339.69527629,4228195.075,9539132.775,129
0.2,0.8,DS Juv = 0.4,MAT,70204678.2673085,50577290.025,90600508.525,536
0.2,0.8,DS Juv = 0.4,NNE,844401407.951288,623378687.525,1072763859.85,817
0.2,0.8,DS Juv = 0.4,SNE,6846480.79403984,5040723.075,8940862.575,138
0.2,0.8,DS Juv = 0.5,MAT,69226847.7833498,49102824.725,91776535.625,554
0.2,0.8,DS Juv = 0.5,NNE,813128710.458382,585374604.05,1062341762.7,845
0.2,0.8,DS Juv = 0.5,SNE,7084856.12909841,5031377.025,9750038.375,166
0.2,0.8,DS Juv = 0.6,MAT,70748492.33901,48963179.525,93609526.15,526
0.2,0.8,DS Juv = 0.6,NNE,841312290.174209,581244766.05,1072671698.8,838
0.2,0.8,DS Juv = 0.6,SNE,7239632.49565078,4978436.85,9634685,127
0.2,0.8,DS Juv = 0.7,MAT,70216813.1221472,50303049.925,91893239.225,539
0.2,0.8,DS Juv = 0.7,NNE,844534526.244575,621468263.075,1102845000.575,795
0.2,0.8,DS Juv = 0.7,SNE,7320167.35944056,5253925.7,9780999.85,126
0.2,0.8,DS Juv = 0.8,MAT,72661041.7573366,52615759.15,95417787.15,559
0.2,0.8,DS Juv = 0.8,NNE,845969957.91827,621133733.525,1087946022.375,825
0.2,0.8,DS Juv = 0.8,SNE,7683152.3705089,5601118.85,9747511.075,141
0.2,0.8,DS Juv = 0.9,MAT,72311630.4284381,51902554.825,92200534.425,539
0.2,0.8,DS Juv = 0.9,NNE,834683087.120975,619994035.775,1082105978.75,808
0.2,0.8,DS Juv = 0.9,SNE,7636102.1361361,5184101.575,10549885.275,146
0.2,0.8,DS Juv = 1,MAT,73717775.2167537,52683140.15,95110108.2,561
0.2,0.8,DS Juv = 1,NNE,846779136.790125,604785192.425,1095225064.775,824
0.2,0.8,DS Juv = 1,SNE,7869445.20562568,5779908.7,10206161.725,127
0.2,0.9,DS Juv = 0,MAT,66969457.0867477,46315194.875,88147344.525,484
0.2,0.9,DS Juv = 0,NNE,804605750.923581,560523217.175,1052100741.975,826
0.2,0.9,DS Juv = 0,SNE,6827172.70802099,4807625.8,8736474.075,129
0.2,0.9,DS Juv = 0.1,MAT,68651624.9256659,46746764.8,92034776.6,565
0.2,0.9,DS Juv = 0.1,NNE,806334311.23759,565755608.975,1036053758.425,855
0.2,0.9,DS Juv = 0.1,SNE,6812025.20328269,5230098.625,8611309.9,145
0.2,0.9,DS Juv = 0.2,MAT,68478935.4880593,47978244.725,89541171.1,576
0.2,0.9,DS Juv = 0.2,NNE,823869104.311036,584559883.6,1024517889.525,888
0.2,0.9,DS Juv = 0.2,SNE,6888681.002886,4939282.325,9050414.2,127
0.2,0.9,DS Juv = 0.3,MAT,68829757.5090815,49562896.55,90011645.7,546
0.2,0.9,DS Juv = 0.3,NNE,819663558.432517,580102786,1057744825.15,810
0.2,0.9,DS Juv = 0.3,SNE,6975670.1967292,4959609.625,8967211.225,125
0.2,0.9,DS Juv = 0.4,MAT,68848065.1292569,48921295.075,90277399.5,533
0.2,0.9,DS Juv = 0.4,NNE,824676276.34082,594130020.05,1065314939.975,862
0.2,0.9,DS Juv = 0.4,SNE,7072804.33752143,5363401.2,9176186.8,149
0.2,0.9,DS Juv = 0.5,MAT,71283996.2756262,50305890.65,91260008.1,562
0.2,0.9,DS Juv = 0.5,NNE,842984152.647885,652633704,1065001266.95,856
0.2,0.9,DS Juv = 0.5,SNE,7117593.68455988,5021550.975,9555658.925,140
0.2,0.9,DS Juv = 0.6,MAT,70388302.8350325,49745912.275,92264963.6,498
0.2,0.9,DS Juv = 0.6,NNE,818321032.421402,577201968.3,1069986227.05,817
0.2,0.9,DS Juv = 0.6,SNE,7177368.97541718,5014687.625,9675711.4,134
0.2,0.9,DS Juv = 0.7,MAT,71796882.8964359,51718337.8,92374747.35,520
0.2,0.9,DS Juv = 0.7,NNE,840154605.847825,623204411.05,1060446133.925,803
0.2,0.9,DS Juv = 0.7,SNE,7242431.46333333,4666493.9,9515738,134
0.2,0.9,DS Juv = 0.8,MAT,72525251.2129376,50646581.85,94998590.35,567
0.2,0.9,DS Juv = 0.8,NNE,826862231.996686,587420967.575,1053884404.15,899
0.2,0.9,DS Juv = 0.8,SNE,7686739.45400043,5262639.625,10110332.35,141
0.2,0.9,DS Juv = 0.9,MAT,74262508.7175458,53111217.075,96655153.05,554
0.2,0.9,DS Juv = 0.9,NNE,833424832.091072,548917919.25,1098181773.8,856
0.2,0.9,DS Juv = 0.9,SNE,7611893.50091137,4885227.125,10157685.45,110
0.2,0.9,DS Juv = 1,MAT,74866288.2060932,52110954.15,97977474.875,544
0.2,0.9,DS Juv = 1,NNE,858347386.014951,630458297.3,1112581654.325,826
0.2,0.9,DS Juv = 1,SNE,7776616.87021475,5171434.125,9952806.975,133
0.2,1,DS Juv = 0,MAT,68094319.3432322,48244522.825,90147661.2,567
0.2,1,DS Juv = 0,NNE,785728203.80608,574239241.7,1022823070.4,821
0.2,1,DS Juv = 0,SNE,6970915.55891195,4830724.325,8829888.15,111
0.2,1,DS Juv = 0.1,MAT,67321948.3985069,47592325.35,89282989.775,546
0.2,1,DS Juv = 0.1,NNE,803168819.007455,565937312.625,1047997072.4,721
0.2,1,DS Juv = 0.1,SNE,6936936.03020993,4908279.725,8986303.825,132
0.2,1,DS Juv = 0.2,MAT,67341998.075052,47710072.6,87099426.55,498
0.2,1,DS Juv = 0.2,NNE,815177423.192469,584430424.825,1039858970.275,834
0.2,1,DS Juv = 0.2,SNE,7039918.01574953,5114402.75,8866286.65,142
0.2,1,DS Juv = 0.3,MAT,70530565.6327972,51049445.05,91887632.775,546
0.2,1,DS Juv = 0.3,NNE,839664678.360345,590800824.15,1097041184.9,849
0.2,1,DS Juv = 0.3,SNE,7029608.31202541,4778546.175,9213368.1,140
0.2,1,DS Juv = 0.4,MAT,70103154.5565773,49715675.55,91754686.225,522
0.2,1,DS Juv = 0.4,NNE,837501235.936906,614523995.275,1082274310.7,815
0.2,1,DS Juv = 0.4,SNE,7009126.8505176,4673792.85,8756335.55,123
0.2,1,DS Juv = 0.5,MAT,71546695.1991417,49108326.1,94403765.4,542
0.2,1,DS Juv = 0.5,NNE,812421985.488021,583160418.65,1051481331.4,834
0.2,1,DS Juv = 0.5,SNE,7353671.28005291,4585532.575,9472456.15,140
0.2,1,DS Juv = 0.6,MAT,71472404.588143,49074717,93525241.55,503
0.2,1,DS Juv = 0.6,NNE,840952378.087148,629064647.35,1055965687.875,844
0.2,1,DS Juv = 0.6,SNE,7358487.21907352,4856525.425,9598241.5,146
0.2,1,DS Juv = 0.7,MAT,73328681.0437251,53421631.125,95404447.15,574
0.2,1,DS Juv = 0.7,NNE,837058266.280185,609779780.75,1095134100.85,865
0.2,1,DS Juv = 0.7,SNE,7664848.23713235,5405885.4,10204119.175,151
0.2,1,DS Juv = 0.8,MAT,73328988.8117679,51143846.55,95805840,538
