upstream,downstream,downstream_j,pop,lwr,upr,samp
0.2,1,DS Juv = 0.7,903533492.5,668607297.275,1200742667.175,1590
0.2,1,DS Juv = 0.8,926769106,698516285.2,1166581667.225,1514
0.2,1,DS Juv = 0.9,928762112,664820830.075,1173063024.325,1572
0.2,1,DS Juv = 1,925869926.5,620400317.125,1163324463.475,1517
0.3,0,DS Juv = 0,830331682,579561475.225,1088335864.875,1547
0.3,0,DS Juv = 0.1,831757674,599913681.05,1071840723.025,1525
0.3,0,DS Juv = 0.2,850586669.5,573248370.925,1132125052.625,1552
0.3,0,DS Juv = 0.3,850594124.5,589174727.275,1083525070.375,1476
0.3,0,DS Juv = 0.4,861310095.5,629756055.875,1121156828.675,1495
0.3,0,DS Juv = 0.5,864551029,626723432.4,1111010386.1,1509
0.3,0,DS Juv = 0.6,867058254.5,602920975.75,1122797280.575,1490
0.3,0,DS Juv = 0.7,875848083,641486450.4,1136765895.3,1562
0.3,0,DS Juv = 0.8,900147990,607040921.325,1161233552.45,1567
0.3,0,DS Juv = 0.9,885007597,634572585.275,1139532866.675,1536
0.3,0,DS Juv = 1,873973333,646380570.075,1195646066.825,1462
0.3,0.1,DS Juv = 0,833046818,609702673,1088878048.5,1455
0.3,0.1,DS Juv = 0.1,828437562.5,606363605.25,1092336155,1478
0.3,0.1,DS Juv = 0.2,842368326,576160979.6,1117647230.25,1507
0.3,0.1,DS Juv = 0.3,858619324.5,597430088.125,1119229246.425,1522
0.3,0.1,DS Juv = 0.4,864096566.5,602284533.875,1096368933.125,1481
0.3,0.1,DS Juv = 0.5,873481103,607801935.05,1107708352.675,1505
0.3,0.1,DS Juv = 0.6,879807505,655106516.65,1145616171.35,1526
0.3,0.1,DS Juv = 0.7,866317772,609636199.525,1141829247.15,1524
0.3,0.1,DS Juv = 0.8,883026921.5,653173102.675,1154083291.4,1518
0.3,0.1,DS Juv = 0.9,880658466.5,668590103.9,1170550241,1471
0.3,0.1,DS Juv = 1,922919591.5,689666685.75,1162245350.7,1517
0.3,0.2,DS Juv = 0,845226018,614410588.85,1108252933.35,1460
0.3,0.2,DS Juv = 0.1,835027778,606124905.125,1089905906.8,1514
0.3,0.2,DS Juv = 0.2,841600193,604098125.5,1119018308.975,1451
0.3,0.2,DS Juv = 0.3,866805549.5,594308433.25,1148343559.7,1531
0.3,0.2,DS Juv = 0.4,877310978,612359590.375,1107747082.1,1472
0.3,0.2,DS Juv = 0.5,841250893,600496714.65,1111765170.85,1499
0.3,0.2,DS Juv = 0.6,872755079,626548131.85,1161908322.5,1436
0.3,0.2,DS Juv = 0.7,858182026,615329013.85,1139145399.3,1515
0.3,0.2,DS Juv = 0.8,871750622,637629025.75,1161017694.8,1567
0.3,0.2,DS Juv = 0.9,893089793,622409511.8,1179140154.05,1559
0.3,0.2,DS Juv = 1,910675963,670413790.525,1193601922.65,1530
0.3,0.3,DS Juv = 0,868851120,630018654,1106084170.2,1421
0.3,0.3,DS Juv = 0.1,831599970,583713140.65,1055581987.15,1537
0.3,0.3,DS Juv = 0.2,839008391,606312044.675,1086584363.575,1510
0.3,0.3,DS Juv = 0.3,838104788,589483240.725,1121663280.075,1530
0.3,0.3,DS Juv = 0.4,885396272.5,649362805.275,1128387013.975,1457
0.3,0.3,DS Juv = 0.5,876517456,624420655.725,1136509689.35,1486
0.3,0.3,DS Juv = 0.6,883913762,649484837.9,1126992439.525,1477
0.3,0.3,DS Juv = 0.7,890080584,659013925.875,1123477980.1,1521
0.3,0.3,DS Juv = 0.8,894226557,625731127.9,1156059067.925,1457
0.3,0.3,DS Juv = 0.9,907086657,645637784.15,1127741938.875,1424
0.3,0.3,DS Juv = 1,914637762.5,673463469.5,1207082218.525,1442
0.3,0.4,DS Juv = 0,844906286.5,590151884.65,1103838654.125,1453
0.3,0.4,DS Juv = 0.1,858035479.5,601298052.575,1117165410.225,1492
0.3,0.4,DS Juv = 0.2,869143094,597891472.35,1096791243.575,1498
0.3,0.4,DS Juv = 0.3,846746132.5,609352898.775,1095956711.775,1502
0.3,0.4,DS Juv = 0.4,895979272,614500502.35,1123863201.95,1452
0.3,0.4,DS Juv = 0.5,878790283.5,620563757.1,1117581009.45,1502
0.3,0.4,DS Juv = 0.6,874776315.5,618102615.3,1146531954.95,1460
0.3,0.4,DS Juv = 0.7,886115149.5,618121445.75,1137780685.3,1509
0.3,0.4,DS Juv = 0.8,877194270,640455146.225,1119223175.925,1469
0.3,0.4,DS Juv = 0.9,912125714.5,616971192.675,1191278275.15,1454
0.3,0.4,DS Juv = 1,918462931,653153722.825,1215276175.975,1536
0.3,0.5,DS Juv = 0,838174296,579218718.1,1099978067.825,1566
0.3,0.5,DS Juv = 0.1,845103502,592554700.475,1110516412.6,1541
0.3,0.5,DS Juv = 0.2,857399948,595113155.85,1133483881.925,1493
0.3,0.5,DS Juv = 0.3,870803405.5,608412750.875,1116141053.15,1560
0.3,0.5,DS Juv = 0.4,852253318,603424523.975,1131721348.875,1493
0.3,0.5,DS Juv = 0.5,904370330.5,635464288.75,1146482702,1492
0.3,0.5,DS Juv = 0.6,903406193,643286035,1166282731.5,1507
0.3,0.5,DS Juv = 0.7,884186318,643591976.175,1153743783.475,1472
0.3,0.5,DS Juv = 0.8,904764709,655062538.75,1157604730.95,1522
0.3,0.5,DS Juv = 0.9,899217981.5,655147102.675,1182133071.025,1536
0.3,0.5,DS Juv = 1,922068897,681407578.025,1206281595.1,1474
0.3,0.6,DS Juv = 0,857032796.5,626233272.575,1118801546.85,1457
0.3,0.6,DS Juv = 0.1,860547963.5,598511638.575,1105542881.9,1548
0.3,0.6,DS Juv = 0.2,875926241,643781895.725,1144323592.2,1506
0.3,0.6,DS Juv = 0.3,879118487,603085198.575,1133464874.775,1490
0.3,0.6,DS Juv = 0.4,900404446.5,653003332.45,1173589953.375,1488
0.3,0.6,DS Juv = 0.5,870815112.5,655283045.05,1129383961.275,1565
0.3,0.6,DS Juv = 0.6,901541047,659232156.45,1165190598.5,1498
0.3,0.6,DS Juv = 0.7,909011803.5,626714807.925,1157364960.725,1511
0.3,0.6,DS Juv = 0.8,896642288,648000183.1,1144161096.175,1430
0.3,0.6,DS Juv = 0.9,908818575,606583174.5,1163143501.2,1454
0.3,0.6,DS Juv = 1,936533127.5,695663697.15,1188921340.275,1521
0.3,0.7,DS Juv = 0,857605161,619049426.7,1117301663.35,1500
0.3,0.7,DS Juv = 0.1,866344685,617366057.725,1098978590.05,1438
0.3,0.7,DS Juv = 0.2,893311481,615324826.45,1187835771,1533
0.3,0.7,DS Juv = 0.3,894695730.5,627828084.025,1153396702.8,1473
0.3,0.7,DS Juv = 0.4,869498482.5,600574725.925,1159115416.375,1497
0.3,0.7,DS Juv = 0.5,898766261.5,626002080.325,1148075177.55,1502
0.3,0.7,DS Juv = 0.6,891445379,654831698.15,1170384316.625,1508
0.3,0.7,DS Juv = 0.7,883369661.5,645493584.6,1195302471.15,1449
0.3,0.7,DS Juv = 0.8,900530751,657228266.275,1142841901.975,1455
0.3,0.7,DS Juv = 0.9,922303791,664754892.15,1193542117.775,1499
0.3,0.7,DS Juv = 1,927694413,608782703.525,1235740107.375,1586
0.3,0.8,DS Juv = 0,868750415,608788574.65,1096402840.35,1478
0.3,0.8,DS Juv = 0.1,883099170,607891526.625,1136519512.15,1535
0.3,0.8,DS Juv = 0.2,862308890.5,635223648.625,1142757835.1,1523
0.3,0.8,DS Juv = 0.3,879250207,611449247.3,1144644995.05,1564
0.3,0.8,DS Juv = 0.4,928733281.5,673359440.675,1159615409.3,1436
0.3,0.8,DS Juv = 0.5,915338013,637053570.8,1165297786.075,1474
0.3,0.8,DS Juv = 0.6,937485321.5,656912020,1154938979.5,1459
0.3,0.8,DS Juv = 0.7,899444797,670916580.525,1167586521.9,1567
0.3,0.8,DS Juv = 0.8,930349239,637914602.525,1225019424.025,1503
0.3,0.8,DS Juv = 0.9,919704716,676686912.6,1221821822.75,1540
0.3,0.8,DS Juv = 1,952999942.5,686976771.5,1230111218,1500
0.3,0.9,DS Juv = 0,874067076.5,603234891.025,1131166359.075,1502
0.3,0.9,DS Juv = 0.1,877262819,630348275.175,1152283640.425,1484
0.3,0.9,DS Juv = 0.2,907947087.5,623728991.975,1177878250.375,1556
0.3,0.9,DS Juv = 0.3,901518031,653698589.2,1135322810.725,1563
0.3,0.9,DS Juv = 0.4,888564950.5,611592759.825,1149791986.325,1496
0.3,0.9,DS Juv = 0.5,910172285.5,639546405.225,1183379410.6,1497
0.3,0.9,DS Juv = 0.6,919943346,686632401.625,1194619301.4,1500
0.3,0.9,DS Juv = 0.7,930465103.5,638400274.225,1183319288.35,1545
0.3,0.9,DS Juv = 0.8,929280459,672434205.75,1197813165.25,1586
0.3,0.9,DS Juv = 0.9,936243195,645116932.15,1239726399.3,1443
0.3,0.9,DS Juv = 1,940218051.5,693249351.975,1219968181.3,1505
0.3,1,DS Juv = 0,880519122.5,617807457.475,1145443771.075,1541
0.3,1,DS Juv = 0.1,891017843.5,604676978.575,1172142029.95,1512
0.3,1,DS Juv = 0.2,869043142.5,584387982.65,1182291061.275,1524
0.3,1,DS Juv = 0.3,912545313,651693095.675,1131342680.325,1465
0.3,1,DS Juv = 0.4,901668463.5,635700255.725,1179619410.4,1543
0.3,1,DS Juv = 0.5,910848195,660984066.4,1175285564.05,1504
0.3,1,DS Juv = 0.6,907421195,628367090.325,1188027047.375,1482
0.3,1,DS Juv = 0.7,950298019.5,668593615.7,1217319838.1,1577
0.3,1,DS Juv = 0.8,938702184.5,698555938.175,1245063986.675,1516
0.3,1,DS Juv = 0.9,962786736.5,695648900.65,1212438827.225,1561
0.3,1,DS Juv = 1,964955282.5,689785039.225,1262189664.175,1508
0.4,0,DS Juv = 0,796035951,542025636.9,1021905289.075,1459
0.4,0,DS Juv = 0.1,806901176,577482265.3,1053064142.675,1519
0.4,0,DS Juv = 0.2,818363739,593950508.75,1100136093.875,1454
0.4,0,DS Juv = 0.3,850549720.5,602241545.875,1100557553.25,1500
0.4,0,DS Juv = 0.4,845528898,632450738.225,1120312273.375,1538
0.4,0,DS Juv = 0.5,857106426,623889543.25,1080035844.525,1543
0.4,0,DS Juv = 0.6,864063789,618875875.175,1124952506.85,1527
0.4,0,DS Juv = 0.7,862103390.5,639276578.85,1108499216.925,1530
0.4,0,DS Juv = 0.8,874339843.5,641283206.875,1098778129.375,1506
0.4,0,DS Juv = 0.9,928704294.5,651818537.45,1190970163.1,1569
0.4,0,DS Juv = 1,890252904,645377042.675,1128045385.2,1451
0.4,0.1,DS Juv = 0,798057508,570296014.9,1053269744.075,1453
0.4,0.1,DS Juv = 0.1,808334485.5,542763473.8,1041926852.275,1509
0.4,0.1,DS Juv = 0.2,812936116.5,606090033.1,1034899410.85,1585
0.4,0.1,DS Juv = 0.3,822789136,618587406.3,1055652710.2,1523
0.4,0.1,DS Juv = 0.4,823598010.5,611898470.5,1069945999.2,1498
0.4,0.1,DS Juv = 0.5,862620267,615035991.325,1104779594.5,1543
0.4,0.1,DS Juv = 0.6,845529657,589401861.075,1152797346,1531
0.4,0.1,DS Juv = 0.7,871804024,595492528.5,1107046130.725,1506
0.4,0.1,DS Juv = 0.8,881457364.5,615312698.775,1142148452.35,1501
0.4,0.1,DS Juv = 0.9,886161139,648000834.05,1169688396.9,1514
0.4,0.1,DS Juv = 1,919424588,605888988.225,1167224406.6,1452
0.4,0.2,DS Juv = 0,817933253,603508722.35,1067842026.025,1477
0.4,0.2,DS Juv = 0.1,823969221,586788262.8,1059103093.825,1416
0.4,0.2,DS Juv = 0.2,836003846,597440711.8,1068644214,1506
0.4,0.2,DS Juv = 0.3,844871672.5,602326958.15,1087318766.475,1456
0.4,0.2,DS Juv = 0.4,853790670,612471511,1096356660.025,1554
0.4,0.2,DS Juv = 0.5,857108096,615258239.075,1087352136.125,1501
0.4,0.2,DS Juv = 0.6,854880930,602557343.375,1141255000.35,1452
0.4,0.2,DS Juv = 0.7,895929938.5,652941002.8,1134358874.225,1585
0.4,0.2,DS Juv = 0.8,888646986,653668326.6,1187109076.35,1516
0.4,0.2,DS Juv = 0.9,878009354,598643073.475,1141115168.9,1544
0.4,0.2,DS Juv = 1,885545612.5,654064385.95,1139511027.575,1561
0.4,0.3,DS Juv = 0,827592800.5,555523812.65,1037704031.9,1467
0.4,0.3,DS Juv = 0.1,837464041,608653695.525,1065036736.775,1562
0.4,0.3,DS Juv = 0.2,832588793,583919781.475,1066811636.95,1576
0.4,0.3,DS Juv = 0.3,838940577.5,556636803.95,1119185771.075,1521
0.4,0.3,DS Juv = 0.4,831239199.5,564693242.4,1099155137.5,1540
0.4,0.3,DS Juv = 0.5,870702441.5,588538494.175,1089594838.175,1523
0.4,0.3,DS Juv = 0.6,858370384,608990210.575,1133830217.7,1516
0.4,0.3,DS Juv = 0.7,877401550,631548154.625,1115135260.3,1488
0.4,0.3,DS Juv = 0.8,890068326,675019207.825,1150688929.175,1491
0.4,0.3,DS Juv = 0.9,908599421.5,629586390.725,1175568641.1,1494
0.4,0.3,DS Juv = 1,920842005,651715049.2,1225375900.775,1559
0.4,0.4,DS Juv = 0,801968762.5,602030799.675,1073458522.1,1432
0.4,0.4,DS Juv = 0.1,841333965.5,565726668,1102811181.4,1536
0.4,0.4,DS Juv = 0.2,846124292.5,573061033.475,1090673119.825,1526
0.4,0.4,DS Juv = 0.3,848567810.5,594621925.7,1105079601.025,1495
0.4,0.4,DS Juv = 0.4,841642339,611733022.1,1107707137.075,1560
0.4,0.4,DS Juv = 0.5,882799483.5,604391259.425,1103856319.6,1490
0.4,0.4,DS Juv = 0.6,867354164,608662925.225,1127690196.975,1506
0.4,0.4,DS Juv = 0.7,906798645,629991164.625,1178555440.975,1509
0.4,0.4,DS Juv = 0.8,907425806.5,629579810,1176176535.575,1516
0.4,0.4,DS Juv = 0.9,941708532.5,667242056.475,1183339743.275,1455
0.4,0.4,DS Juv = 1,925287684.5,656806307.725,1243732576.525,1563
0.4,0.5,DS Juv = 0,839040492,582171912.675,1085497303.675,1480
0.4,0.5,DS Juv = 0.1,839803977.5,588899129.85,1074762526.675,1439
0.4,0.5,DS Juv = 0.2,865494408,604022188.75,1140143928.925,1477
0.4,0.5,DS Juv = 0.3,841592126.5,625887468.05,1098279347.85,1530
0.4,0.5,DS Juv = 0.4,866738679,590383466.65,1093350911.875,1453
0.4,0.5,DS Juv = 0.5,877349411,636100202.35,1118335323.7,1565
0.4,0.5,DS Juv = 0.6,867190104,619076104.75,1138100841.575,1515
0.4,0.5,DS Juv = 0.7,895668946.5,645743432.575,1134697841.9,1507
0.4,0.5,DS Juv = 0.8,897095022.5,659805554.025,1192802591.3,1526
0.4,0.5,DS Juv = 0.9,918901870,657661554.675,1186922757.75,1441
0.4,0.5,DS Juv = 1,927485951.5,702790613.15,1208181458.7,1441
0.4,0.6,DS Juv = 0,833013017.5,600225552.075,1073037037.65,1483
0.4,0.6,DS Juv = 0.1,850314413,622716588.2,1092105970.4,1544
0.4,0.6,DS Juv = 0.2,858040565,630436440.55,1092180294.4,1480
0.4,0.6,DS Juv = 0.3,839495290.5,625660596.1,1154087469.45,1568
0.4,0.6,DS Juv = 0.4,877671840,650251731.775,1130820745.625,1481
0.4,0.6,DS Juv = 0.5,881027120.5,642487817.9,1136331059.1,1532
0.4,0.6,DS Juv = 0.6,877899675,614595699.475,1163405419.45,1564
0.4,0.6,DS Juv = 0.7,878358823,609961393.25,1142798549.9,1462
0.4,0.6,DS Juv = 0.8,929900403,667603749.025,1218792432.7,1542
0.4,0.6,DS Juv = 0.9,917882155.5,666661965.425,1189021459.425,1477
0.4,0.6,DS Juv = 1,930095034.5,675519136.25,1200760463.85,1477
0.4,0.7,DS Juv = 0,864030703.5,607354142.025,1084669324.125,1601
0.4,0.7,DS Juv = 0.1,851645632,624860136.525,1071817209.65,1479
0.4,0.7,DS Juv = 0.2,865587339,621428162.225,1121579281.55,1494
0.4,0.7,DS Juv = 0.3,863316094,622340497.1,1180583972.225,1513
0.4,0.7,DS Juv = 0.4,883701750.5,649170602.325,1119575454.65,1677
0.4,0.7,DS Juv = 0.5,901896169,661816607.85,1196986335.95,1503
0.4,0.7,DS Juv = 0.6,892283135.5,647764027.15,1157973719.25,1512
0.4,0.7,DS Juv = 0.7,900297039.5,651466424.225,1198172476.1,1433
0.4,0.7,DS Juv = 0.8,935238405.5,656248618.75,1176506962.45,1495
0.4,0.7,DS Juv = 0.9,938830977,699753485.225,1183693958.85,1518
0.4,0.7,DS Juv = 1,934131512,656428381.825,1233131425.375,1529
0.4,0.8,DS Juv = 0,869094257,628204484.75,1103131488.575,1500
0.4,0.8,DS Juv = 0.1,856208418,605306691.2,1128535494.575,1565
0.4,0.8,DS Juv = 0.2,850512347.5,632509037.625,1100713887.95,1444
0.4,0.8,DS Juv = 0.3,882514546.5,648425955.025,1127329939.075,1494
0.4,0.8,DS Juv = 0.4,915364461.5,635551339.975,1144601793.475,1509
0.4,0.8,DS Juv = 0.5,890157383,655978362.95,1198806841.7,1537
0.4,0.8,DS Juv = 0.6,906678919.5,668687490.7,1174325293.9,1511
0.4,0.8,DS Juv = 0.7,930673240,679360215.875,1200592861.35,1473
0.4,0.8,DS Juv = 0.8,923012210.5,680149850.475,1212579337.85,1510
0.4,0.8,DS Juv = 0.9,963560343,706177634.225,1215727305.275,1501
0.4,0.8,DS Juv = 1,985142173,739264823.575,1279552463.2,1518
0.4,0.9,DS Juv = 0,877767837,639263489.75,1111629145.25,1534
0.4,0.9,DS Juv = 0.1,877044001,628350981.425,1120516614.15,1561
0.4,0.9,DS Juv = 0.2,885509679,656611932.6,1150575456.075,1466
0.4,0.9,DS Juv = 0.3,902283019,649045269.275,1129664069.95,1503
0.4,0.9,DS Juv = 0.4,905733113,635907451.85,1144713558.475,1494
0.4,0.9,DS Juv = 0.5,917786496.5,646928500.675,1188195470.025,1559
0.4,0.9,DS Juv = 0.6,938817354,658694276.625,1194406253.825,1506
0.4,0.9,DS Juv = 0.7,915494778.5,645194597.025,1216560407.775,1470
0.4,0.9,DS Juv = 0.8,946434906.5,676698918.85,1223279367,1509
0.4,0.9,DS Juv = 0.9,949328498,699567965.875,1232281366.4,1516
0.4,0.9,DS Juv = 1,988134074,720662610.25,1290593016.85,1555
0.4,1,DS Juv = 0,899922374.5,661445176.125,1145297887.525,1448
0.4,1,DS Juv = 0.1,878686570,637597702.65,1126595314.45,1497
0.4,1,DS Juv = 0.2,892634546.5,655235251.125,1231799472.1,1524
0.4,1,DS Juv = 0.3,911288059.5,657702899.75,1147920235.4,1510
0.4,1,DS Juv = 0.4,918526858,631677559.225,1170435245.2,1535
0.4,1,DS Juv = 0.5,928459412.5,666717385.4,1171285782.725,1473
0.4,1,DS Juv = 0.6,936262022.5,668783232.65,1240701202.55,1498
0.4,1,DS Juv = 0.7,941167424.5,678292357.65,1206266805.5,1530
0.4,1,DS Juv = 0.8,965161173.5,656850481.55,1295895860.05,1560
0.4,1,DS Juv = 0.9,956904961,699436983.575,1252888337.275,1526
0.4,1,DS Juv = 1,991183802,723868859.4,1277721808.425,1595
0.5,0,DS Juv = 0,787568980.5,581122965.075,1005539898.4,1525
0.5,0,DS Juv = 0.1,790476502,563849280.125,999694656.875,1568
0.5,0,DS Juv = 0.2,789978507.5,600918603.4,1034546984.025,1486
0.5,0,DS Juv = 0.3,819337570.5,567376111.4,1041992467.55,1438
0.5,0,DS Juv = 0.4,814538678.5,568013789.45,1081272118.625,1511
0.5,0,DS Juv = 0.5,815432135.5,578238478.325,1077815131.7,1501
0.5,0,DS Juv = 0.6,832577296.5,588097360.075,1069598094.2,1504
0.5,0,DS Juv = 0.7,873007202.5,581545488.15,1139584983.6,1521
0.5,0,DS Juv = 0.8,867828537.5,612321945.6,1133967428.425,1477
0.5,0,DS Juv = 0.9,892827690.5,620408147.4,1162974406.45,1452
0.5,0,DS Juv = 1,898285271,647717059.85,1172067320.775,1514
0.5,0.1,DS Juv = 0,791326579,519977375.4,1036890814,1599
0.5,0.1,DS Juv = 0.1,794020766,584226843.275,1043670357.5,1524
0.5,0.1,DS Juv = 0.2,813983661,565817876.075,1063820032.575,1511
0.5,0.1,DS Juv = 0.3,831412895,589351769.625,1122413200.85,1486
0.5,0.1,DS Juv = 0.4,822158467.5,604184248.35,1037853582.3,1452
0.5,0.1,DS Juv = 0.5,822907750,568412589.15,1043659763.8,1535
0.5,0.1,DS Juv = 0.6,840833642,627521013.95,1087461266.5,1482
0.5,0.1,DS Juv = 0.7,859577649,594401135.3,1110946348.85,1519
0.5,0.1,DS Juv = 0.8,875826516.5,622644274.15,1163497913.975,1574
0.5,0.1,DS Juv = 0.9,892739240.5,637428960.525,1144734978.075,1476
0.5,0.1,DS Juv = 1,912062346,639569113.925,1192052973.8,1530
0.5,0.2,DS Juv = 0,776321833.5,500061261.15,1048292619.075,1508
0.5,0.2,DS Juv = 0.1,810564929.5,584229586.825,1062325109.725,1463
0.5,0.2,DS Juv = 0.2,806666052,557185099.3,1052592198.875,1523
0.5,0.2,DS Juv = 0.3,834235348,592462084.8,1092516909.975,1515
0.5,0.2,DS Juv = 0.4,834218260,582959165.9,1091765097.8,1485
0.5,0.2,DS Juv = 0.5,844612604,622766983.1,1097679176.25,1482
0.5,0.2,DS Juv = 0.6,854312363.5,557450222.4,1102580099.225,1498
0.5,0.2,DS Juv = 0.7,865327724.5,647035785.2,1125289419.075,1538
0.5,0.2,DS Juv = 0.8,870663644,619711860.725,1162476731.975,1502
0.5,0.2,DS Juv = 0.9,909523185.5,661299611.175,1165045293.4,1442
0.5,0.2,DS Juv = 1,952499962,641094600.65,1202159088.9,1466
0.5,0.3,DS Juv = 0,803840952.5,568864999.875,1056283763.775,1569
0.5,0.3,DS Juv = 0.1,772952588,554851285.875,1043122380.575,1525
0.5,0.3,DS Juv = 0.2,829235379.5,582822531.275,1091985656.3,1528
0.5,0.3,DS Juv = 0.3,849292282,569282854.95,1088114525.35,1517
0.5,0.3,DS Juv = 0.4,831704924.5,623529511.875,1099094530.725,1476
0.5,0.3,DS Juv = 0.5,846185024.5,594781029.925,1129302933.125,1465
0.5,0.3,DS Juv = 0.6,857486120.5,622400398.45,1079757523.85,1522
0.5,0.3,DS Juv = 0.7,893871242.5,638434271.55,1147818389.55,1467
0.5,0.3,DS Juv = 0.8,887653837,646789633,1151245012.625,1509
0.5,0.3,DS Juv = 0.9,910514344.5,625248708.675,1211614811.45,1497
0.5,0.3,DS Juv = 1,939797423.5,685093215.6,1229237048.025,1475
0.5,0.4,DS Juv = 0,798953874,562089028.15,1047193025.65,1546
0.5,0.4,DS Juv = 0.1,793189280,564940742.475,1057206359.775,1514
0.5,0.4,DS Juv = 0.2,826800428,592158678.55,1116054285,1578
0.5,0.4,DS Juv = 0.3,823542921.5,561551979.075,1057786185.1,1486
0.5,0.4,DS Juv = 0.4,837703856.5,612455999.55,1111877125.625,1489
0.5,0.4,DS Juv = 0.5,867094236.5,605608032.5,1111515202.65,1515
0.5,0.4,DS Juv = 0.6,852216457,607719113.15,1117959691.975,1419
0.5,0.4,DS Juv = 0.7,888485408.5,635895870.875,1104734268.325,1500
0.5,0.4,DS Juv = 0.8,885879549,625828718.975,1154101350.675,1472
0.5,0.4,DS Juv = 0.9,914172036.5,634133305.15,1178384398.775,1543
0.5,0.4,DS Juv = 1,926642333,681323508.85,1244102578.05,1533
0.5,0.5,DS Juv = 0,837617486.5,614287960.85,1097927993.425,1486
0.5,0.5,DS Juv = 0.1,826905302,590174466.625,1053392145.425,1536
0.5,0.5,DS Juv = 0.2,850805189,589040429.95,1103332875.675,1499
0.5,0.5,DS Juv = 0.3,830238131.5,625256915.3,1092036303.3,1459
0.5,0.5,DS Juv = 0.4,842175787,604869212.025,1121491767.45,1531
0.5,0.5,DS Juv = 0.5,860576626.5,637552574.275,1107708328.15,1450
0.5,0.5,DS Juv = 0.6,885798289,596563942.525,1154027307.525,1504
0.5,0.5,DS Juv = 0.7,873443280.5,601692760.025,1123864510.6,1483
0.5,0.5,DS Juv = 0.8,913618684.5,667066690.425,1191744342.725,1556
0.5,0.5,DS Juv = 0.9,951475240,683399318.3,1202683648.725,1500
0.5,0.5,DS Juv = 1,945114279,714572942.325,1213760666.325,1515
0.5,0.6,DS Juv = 0,827795369.5,595622416.925,1066454124.25,1531
0.5,0.6,DS Juv = 0.1,833690047.5,577830071.675,1054332479.425,1483
0.5,0.6,DS Juv = 0.2,856018846.5,621964168.275,1089495182.125,1507
0.5,0.6,DS Juv = 0.3,862936749,590794028.525,1071445506.375,1497
0.5,0.6,DS Juv = 0.4,849514975,605660785.475,1083232993.675,1456
0.5,0.6,DS Juv = 0.5,873220575,595414618.175,1189015938.225,1537
0.5,0.6,DS Juv = 0.6,873986959,617689802.975,1131409341.8,1508
0.5,0.6,DS Juv = 0.7,916974789.5,665076157.95,1184833094.7,1518
0.5,0.6,DS Juv = 0.8,930128716.5,687425339.5,1171722457.85,1544
0.5,0.6,DS Juv = 0.9,956406819.5,638933566.325,1223883367.625,1519
0.5,0.6,DS Juv = 1,958091026,693626826.025,1197988343.125,1447
0.5,0.7,DS Juv = 0,831776070,603222287.05,1090747036.5,1449
0.5,0.7,DS Juv = 0.1,848442753,541843734.925,1069014720.125,1502
0.5,0.7,DS Juv = 0.2,856050375.5,612456560.125,1109651171.425,1561
0.5,0.7,DS Juv = 0.3,888460140.5,634219046.45,1138143099.325,1473
0.5,0.7,DS Juv = 0.4,875131755.5,620889792.75,1161990050.475,1432
0.5,0.7,DS Juv = 0.5,861120175,614822985.975,1143070620.675,1519
0.5,0.7,DS Juv = 0.6,887928194.5,622228230.2,1182260551.875,1511
0.5,0.7,DS Juv = 0.7,920530772,642462356.75,1197151792.7,1569
0.5,0.7,DS Juv = 0.8,937905975.5,684957677.725,1196131783.925,1572
0.5,0.7,DS Juv = 0.9,946209200,664001308.2,1222017315.15,1478
0.5,0.7,DS Juv = 1,977698484,725884795.275,1272583783.85,1431
0.5,0.8,DS Juv = 0,839741451,625600983.575,1163319319.375,1510
0.5,0.8,DS Juv = 0.1,852987053.5,626421252.775,1126896182.125,1464
0.5,0.8,DS Juv = 0.2,851136041,610137043.9,1119080720.75,1513
0.5,0.8,DS Juv = 0.3,872980866.5,614679437.55,1128650817.125,1564
0.5,0.8,DS Juv = 0.4,900781765.5,636468485.3,1178019812.875,1536
0.5,0.8,DS Juv = 0.5,882265382,611807319.825,1186546296.3,1549
0.5,0.8,DS Juv = 0.6,901662397,656197000.05,1191582732.95,1540
0.5,0.8,DS Juv = 0.7,925236272,658675342.475,1209819459.675,1448
0.5,0.8,DS Juv = 0.8,960705923.5,712413974,1265657943.325,1522
0.5,0.8,DS Juv = 0.9,974815738,673147563.425,1264490558,1524
0.5,0.8,DS Juv = 1,980505405,731196037.475,1280599769.675,1486
0.5,0.9,DS Juv = 0,846720478,586385854.325,1093121501.625,1516
0.5,0.9,DS Juv = 0.1,862937716,638822816.55,1120751701.225,1485
0.5,0.9,DS Juv = 0.2,870237573.5,644938786.65,1119031364.8,1514
0.5,0.9,DS Juv = 0.3,868468303,659071566.675,1157263116.35,1474
0.5,0.9,DS Juv = 0.4,893678123,653075069.65,1168393782.175,1473
0.5,0.9,DS Juv = 0.5,938295067,658344986.575,1218995058.3,1508
0.5,0.9,DS Juv = 0.6,936464379,692383423.075,1192209610.225,1452
0.5,0.9,DS Juv = 0.7,945824308,681671171.775,1247595429.9,1539
0.5,0.9,DS Juv = 0.8,960449518.5,689687761.8,1247249354.75,1566
0.5,0.9,DS Juv = 0.9,986316461,732120633.15,1270942369.95,1534
0.5,0.9,DS Juv = 1,1022152397.5,713917917.175,1302166110.875,1512
0.5,1,DS Juv = 0,866993480.5,595403232.1,1102819178.875,1514
